Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Variant Price,Cost per item,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Image Src
526-california-garden-fava-beans-saudi-koshna-recipe-450g,California Garden Fava Beans Saudi Koshna Recipe 450g,Brand : California Garden,Fakhr Al Shaeb,Grocery,"Canned Food,General Item",TRUE,4.75,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/koshna-recipe-california.jpg
526-california-garden-fava-beans-saudi-koshna-recipe-450g,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/koshna-recipe-california-2.jpg
524-orion-choco-pie-12-pack,ORION CHOCO-PIE 12 PACK,,Fakhr Al Shaeb,Grocery,"Biscuits,Kids",TRUE,10.95,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2025/02/71XUDtbVaHS.jpg
525-mara-chick-peas-400g,Mara Chick Peas 400g,,Fakhr Al Shaeb,Grocery,"Canned Food,General Item",TRUE,2.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2021/03/MARA-CHICK-PEAS-2-1.jpg
525-mara-chick-peas-400g,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2021/03/MARA-CHICK-PEAS-3.jpg
529-california-garden-canned-red-kidney-beans-dark-400g--3--1-free-,California Garden Canned Red Kidney Beans Dark 400g ( 3 + 1 Free ),Brand : California Garden,Fakhr Al Shaeb,Grocery,"Canned Food,General Item",TRUE,12.60,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2021/01/cali-red-beans-41.jpg
529-california-garden-canned-red-kidney-beans-dark-400g--3--1-free-,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2021/01/california-red-kidney-beans-en-4pcs.jpg
527-california-garden-beans-saudi-koshna-recipe-450g,California Garden Beans Saudi Koshna Recipe 450g,,Fakhr Al Shaeb,Grocery,"Canned Food,General Item",TRUE,4.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2021/03/soudi-koshma-1.jpg
528-amazon-baked-beans-in-tomato-sauce-220g-x-12pcs,Amazon Baked Beans In Tomato Sauce 220g X 12pcs,baked beans in small cans,Fakhr Al Shaeb,Grocery,"Canned Food,General Item",TRUE,18.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/04/IMG_20200330_085856.jpg
528-amazon-baked-beans-in-tomato-sauce-220g-x-12pcs,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/04/amazon-baked-beans.jpg
530-al-mazra-foul-medamas-400g----can-,Al Mazra Foul Medamas 400g —- ( Can ),,Fakhr Al Shaeb,Grocery,"Canned Food,General Item",TRUE,1.95,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2021/03/foul-mazra.jpg
536-american-light-meat-tuna-fish-185g-x-48-pcs--cartoon-,American Light Meat Tuna Fish 185g X 48 Pcs   ( CARTOON ),,Fakhr Al Shaeb,Grocery,Canned Fish,TRUE,165.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2021/03/american-light-meat-tuna-185g.jpg
538-amira-dried-apricot-400g,Amira Dried Apricot 400g,Brand – Amira,Fakhr Al Shaeb,Grocery,Canned Fruits,TRUE,12.45,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/amira-apricot-1.jpg
538-amira-dried-apricot-400g,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/amira-apricot-2.jpg
537-al-alali-yellowfin-tuna-in-water-170g,Al Alali Yellowfin Tuna in Water 170g,Brand : Al Alali,Fakhr Al Shaeb,Grocery,Canned Fish,TRUE,6.95,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/alali-tuna-water.jpg
541-sohna-sarson-ka-saag-450g,Sohna Sarson Ka Saag 450g,,Fakhr Al Shaeb,Grocery,Canned Vegetables,TRUE,4.15,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/sohna-saag-450-1.jpg
539-virginia-green-garden-corned-beef-340g,Virginia Green Garden Corned Beef 340g,,Fakhr Al Shaeb,Grocery,Canned Meat,TRUE,5.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/vg-corned-beef-1.jpg
539-virginia-green-garden-corned-beef-340g,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/vg-corned-beef-2.jpg
539-virginia-green-garden-corned-beef-340g,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/vg-corned-beef-4.jpg
539-virginia-green-garden-corned-beef-340g,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/vg-corned-beef-5-1.jpg
540-virginia-green-garden-chicken-luncheon-meat-200g,Virginia Green Garden Chicken Luncheon Meat 200g,,Fakhr Al Shaeb,Grocery,Canned Meat,TRUE,3.25,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/VG-LUNCH-CKN-200G-1.jpg
540-virginia-green-garden-chicken-luncheon-meat-200g,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/VG-LUNCH-CKN-200G-2.jpg
540-virginia-green-garden-chicken-luncheon-meat-200g,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/VG-LUNCH-CKN-200G-3.jpg
542-supreme-mushrooms-400g-x-24pcs,Supreme Mushrooms 400g X 24pcs,Mushrooms Pieces & Stems….,Fakhr Al Shaeb,Grocery,Canned Vegetables,TRUE,50.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/supreme-mushroom.jpg
542-supreme-mushrooms-400g-x-24pcs,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/supreme-mushroom-2-.jpg
543-amazon-processed-green-peas-400g-x-24pcs,Amazon Processed Green Peas 400g X 24pcs,Brand: Amazon,Fakhr Al Shaeb,Grocery,Canned Vegetables,TRUE,42.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/amazon-green-peas.jpg
544-amazon-processed-green-peas-400g,Amazon Processed Green Peas 400g,Brand: Amazon,Fakhr Al Shaeb,Grocery,Canned Vegetables,TRUE,2.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/amazon-green-peas-2.jpg
545-premier-fabric-softener-25-ltr--pink-,Premier Fabric Softener 25 LTR ( PINK ),,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,52.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2021/01/FAB-25-PINK.jpg
547-premier-abaya-shampoo-5-ltr,Premier Abaya Shampoo 5 Ltr,,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,15.75,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2021/01/primr-abaya-5ltr.jpg
546-premier-fabric-softener-25-ltr--blue-,Premier Fabric Softener 25 LTR   ( BLUE ),,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,52.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/12/fabric-25-1.jpg
546-premier-fabric-softener-25-ltr--blue-,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/12/fabric-25.jpg
548-premier-fabric-softener-blue-2ltr,Premier Fabric Softener Blue 2ltr,,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,7.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2022/01/Premier-Fabric-Blue-2-ltr.jpg
550-premier-fabric-softener-pink-2ltr,Premier Fabric Softener Pink 2ltr,,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,7.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2022/01/Premier-Fabric-Pink-2-ltr.jpg
549-downy-fabric-softner-stay-fresh-3ltr,Downy Fabric Softner Stay Fresh 3ltr,,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,18.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/02/downy-softner-stay-3lt-1-1.jpg
549-downy-fabric-softner-stay-fresh-3ltr,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/02/downy-valley-dew-3ltr-1-1.jpg_5-1.jpg
549-downy-fabric-softner-stay-fresh-3ltr,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/02/downy-valley-dew-3ltr-3-1.jpg
549-downy-fabric-softner-stay-fresh-3ltr,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/02/downy-softner-stay-3lt-3.jpg
551-comfort-fabric-softener-flora-soft-4l-x-4pcs-cartoon,Comfort Fabric Softener Flora Soft 4L X 4pcs (Cartoon),Brand : Comfort,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,88.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/COMFORT-FLORA-SOFT-4-LTR-CTN.jpg
555-comfort-fabric-softener-spring-dew-4l-x-4pcs-cartoon,Comfort Fabric Softener Spring Dew 4L X 4pcs (Cartoon),Brand : Comfort,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,88.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/comfort-spring-dew-ctn.jpg
556-comfort-fabric-softener-flora-soft-4l,Comfort Fabric Softener Flora Soft  4L,Brand : Comfort,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,21.25,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/COMFORT-FLORA-SOFT-4-LTR.jpg
559-downy-fabric-softener-dream-garden-3ltr-x-6pcs,Downy Fabric Softener Dream Garden 3Ltr X 6pcs,6 Pieces Of Cartoon With Wholesale Price,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,110.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/downy-gg-3ltr-1.jpg
558-persil-power-gel-31-ltr,PERSIL POWER GEL 3+1 LTR,,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,49.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2023/01/persil-powedr-gel.jpg
560-downy-fabric-softener-dream-garden-3ltr,Downy Fabric Softener Dream Garden 3Ltr,,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,18.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/downy-gg-3ltr.jpg
561-persil-black-abaya-shampoo-3-ltr--900-ml-free,Persil Black Abaya Shampoo 3 Ltr + 900 ml free,,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,43.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/09/PERSIL-ABAYA.jpg
562-tide-washing-powder-automatic-25kg-x-4pc,Tide Washing Powder Automatic 2.5kg X 4pc,2.5kg of 4 pieces with Best Price in Holesale,Fakhr Al Shaeb,Grocery,detergents,TRUE,94.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/Tide-Washing-powder-Original-2.5kg-1.jpg
565-persil-power-gel-31-ltr,PERSIL POWER GEL 3+1 LTR,,Fakhr Al Shaeb,Grocery,"Liquid Detergents,detergents",TRUE,49.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2023/01/persil-powedr-gel.jpg
567-glad-aluminum-foil-30cmx61,Glad-Aluminum-Foil-30cmx61,,Fakhr Al Shaeb,Grocery,Nonfood Items,TRUE,6.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/02/Glad-Aluminum-Foil-37.5sq.jpg
566-glad-aluminum-foil-45cm,Glad-Aluminum-Foil-45cm,,Fakhr Al Shaeb,Grocery,Nonfood Items,TRUE,31.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/02/Glad-Aluminum-Foil-30cmx61.jpg
568-glahome-mate-aluminum-foil-45cm,GlaHome Mate Aluminum Foil 45cm,,Fakhr Al Shaeb,Grocery,Nonfood Items,TRUE,31.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/02/Home-Mate-Aluminum-Foil-37.jpg
569-home-mate-heavy-duty-aluminum-foil-375-x-2-sq-ft,Home Mate Heavy Duty Aluminum Foil 37.5 X 2– Sq Ft,,Fakhr Al Shaeb,Grocery,Nonfood Items,TRUE,13.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/02/Home-Mate-Aluminum-Foil-37-1.jpg
572-83185-takeaway-food-aluminium-foil-container-with-paper-lid-83185-x-10pcs,83185 Takeaway Food Aluminium Foil Container with Paper Lid (83185 X 10pcs),,Fakhr Al Shaeb,Grocery,Nonfood Items,TRUE,8.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2021/03/83185-2-1.jpg
572-83185-takeaway-food-aluminium-foil-container-with-paper-lid-83185-x-10pcs,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2021/03/83185.jpg
570-falcon-wax-paper-size-25mx30cm,Falcon-Wax-Paper-Size-25mx30cm,,Fakhr Al Shaeb,Grocery,Nonfood Items,TRUE,8.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/02/Falcon-Wax-Paper-Size-25mx30cm-76894-001.jpg
571-falcon-aluminum-foil-size-300mx45cm,Falcon Aluminum Foil Size 300mx45cm,,Fakhr Al Shaeb,Grocery,Nonfood Items,TRUE,31.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/02/Falcon-Aluminum-Foil-Size-300mx45cm-72071-001.jpg
574-vinyl-gloves-powder-free-100-pcs--large-,Vinyl Gloves Powder Free 100 pcs  ( LARGE ),,Fakhr Al Shaeb,Grocery,Disposables,TRUE,10.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/06/gloves.jpg
575-century-sandwich-paper-1-outer--1000-pcs,Century Sandwich Paper 1 Outer ( 1000 pcs),,Fakhr Al Shaeb,Grocery,Disposables,TRUE,7.95,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/century-sandwich-paper-2.jpg
573-century-sandwich-paper--10-outer-cartoon,Century Sandwich Paper ( 10 outer) Cartoon,,Fakhr Al Shaeb,Grocery,Disposables,TRUE,73.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/century-sandwich-paper-1.jpg
576-disposable-6oz-paper-cups--50-cups,Disposable 6oz Paper Cups – 50 Cups,,Fakhr Al Shaeb,Grocery,Disposables,TRUE,3.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2021/03/6-oz.jpg
576-disposable-6oz-paper-cups--50-cups,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2021/03/6oz-2.jpg
577-barilla-lasagne-500g,Barilla Lasagne 500g,Brand : Barilla,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,19.95,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/04/BARILLA-LASAGNE.jpg
578-indomie-instant-noodles-special-chicken-flavour-75g-x-40pcs,Indomie Instant Noodles Special Chicken Flavour 75g X 40pcs,Brand : Indomie,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,50.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/indomie-spl-ckn-ctn-1.jpg
579-indomie-instant-noodles-special-chicken-flavour-75g-x-5pcs,Indomie Instant Noodles Special Chicken Flavour 75g X 5pcs,Brand : Indomie,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,6.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/indomie-spl-ckn-pkt-2.jpg
580-indomie-special-fried-instant-noodles-85g,Indomie Special Fried Instant Noodles 85g,,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,6.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/02/Indomie-Special-Fried-Instant-Noodles-85g-887567-01.jpg
585-al-worood-spaghetti-400g,Al Worood Spaghetti 400g,,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,3.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/04/al-worood-spaghthi-1.jpg
584-emirates-macroni-400g-x-4pcs,Emirates Macroni 400g X 4pcs,Origin: United Arab Emirates,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,13.25,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/emirates-macroni-400gx4.jpg
586-al-worood-vermicelli-400g,Al Worood Vermicelli 400g,Al Worood Vermicelli 400g With best Price Ever……,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,2.95,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/al-worood-vermicelli-1.jpg-pcs.jpg
587-indomie-fried-noodles-85g-x-5-packets-outer-pack,Indomie Fried Noodles 85g X 5 Packets (Outer Pack),Available With 5 Packets (outer pack) With Best Price,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,6.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/indomie-fried-noodles-otr-1.jpg
588-al-worood-macroni-400g,Al Worood Macroni 400g,,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,2.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/04/Alworood-Macaroni-Penne-Pasta-400-g-750x750-1.jpg
589-barilla-spaghetti-500g,Barilla Spaghetti 500g,Brand : Barilla,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,6.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/barilla-spaghthi-1.jpg
590-indomie-cup-instant-noodles-chicken-flavour-55g,Indomie Cup Instant Noodles Chicken Flavour 55g,,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,3.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/02/Indomie-Instant-Noodles-Chicken-Flavour-55g-17905-000001.jpg
591-al-worood-spaghetti-400g-x-20-packets,Al Worood Spaghetti 400g X 20 Packets,"Available in Cartoon, With 20 Packets Of Spaghetti",Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,56.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/04/al-worood-spaghthi.jpg
592-al-worood-vermicelli-400g-x-20-packets,Al Worood Vermicelli 400g X 20 Packets,"Available in Cartoon, With 20 Packets Of vermicelli",Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,59.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/al-worood-vermicelli-1.jpg
593-dubai-macaroni-corni-400g-x-20pcs,Dubai Macaroni Corni 400g X 20pcs,20 Packets Cartoon,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,60.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/Dubai-Macaroni-Corni-400g.jpg
593-dubai-macaroni-corni-400g-x-20pcs,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/Dubai-Macaroni-Pasta-400g.jpg
595-gautam-basmati-rice-xxl-39kg,Gautam Basmati Rice XXL 39kg,Product : India,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,249.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/gautam-39.jpg
595-gautam-basmati-rice-xxl-39kg,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/gautham-39-2.jpg
594-rice-vermicelli-200g-x-24pcs,Rice Vermicelli 200g X 24pcs,With Cartoon Price Available,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,58.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/04/rice-vermicelli-.jpg
596-barilla-penne-rigate-500g,Barilla Penne Rigate 500g,"No.1 in Italia
Cooking time 11 minutes
Enjoying Food Since 1877",Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,10.95,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/barilla-penne-rigatte-1.jpg
596-barilla-penne-rigate-500g,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/barilla-penne-rigatte-2.jpg
598-divella-pasta-penne-rigate-500g,Divella Pasta Penne Rigate 500g,,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,5.25,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/divella-penne-450.jpg
597-barilla-fettuccine-500g,Barilla Fettuccine 500g,"Barilla Classic Blue Box’s Fettuccine. Fettuccine, one of the oldest pasta shapes, goes great with just about any sauce or pasta dish!",Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,18.95,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/barilla-fettuccine-500g-2.jpg
597-barilla-fettuccine-500g,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/barilla-fettuccine-500g-1.jpg
599-emirates-macaroni-vermicelli-bhoowarda-500g-x-3-packets,Emirates Macaroni Vermicelli Bhoowarda 500g X 3 Packets,,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,10.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/emirates-bhoowarda-3-otr.jpg
601-indomie-instant-cup-noodles-beef-flavour-60g-x-24pcs,Indomie Instant Cup Noodles Beef Flavour 60g X 24pcs,24 Cups Of Noodles,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,69.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/02/indomie-cup-beef.jpg
600-union-vermicelli-400g-x-4-pack---,Union Vermicelli 400g X 4 Pack– { الشعيرية },,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,6.95,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/08/union-semiya-5-pcs.jpg
600-union-vermicelli-400g-x-4-pack---,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/08/union-semiya-5-pcs-1.jpg
602-indomie-instant-cup-noodles-chicken-60g-x-24pcs,Indomie Instant Cup Noodles Chicken 60g X 24pcs,24 Packs Cartoon,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,69.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/indomie-ckn-cup-pcs-1.jpg
602-indomie-instant-cup-noodles-chicken-60g-x-24pcs,,,Fakhr Al Shaeb,Grocery,,TRUE,,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/indomie-ckn-cup-pcs-2.jpg
603-barilla-tagliatelle-500g,Barilla Tagliatelle 500g,Brand : Barilla,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,15.75,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/04/BARILLA-TAGLIATELLE.jpg
606-emirates-macaroni-vermicelli-bhoowarda-500g-x-3-packets,Emirates Macaroni Vermicelli Bhoowarda 500g X 3 Packets,,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,10.50,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/emirates-bhoowarda-3-otr.jpg
604-emirates-macaroni-vermicelli-bhoowarda-500g-x-24-packets,Emirates Macaroni Vermicelli Bhoowarda 500g X 24 Packets,Cartoon With Wholesale Price,Fakhr Al Shaeb,Grocery,"Pasta & Noodles,Cooking Item",TRUE,84.00,,shopify,50,deny,https://www.fakheralshaab.ae/wp-content/uploads/2020/03/emirates-bhoowarda-ctn-1-24pcs-1.jpg
